City,State,ZipCode,Country,change_name_City,change_name_State,change_name_ZipCode
Triangle,VA,22172,US,Triangle,VA,22172
Vancouver,BC,V6B 3M7,CA,Vancouver,BC,V6B 3M7
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Fremont,CA,0,US,Fremont,CA,N/A
Jonesboro,AR,0,US,Jonesboro,AR,N/A
Englewood,CO,80111,US,Englewood,CO,80111
Glendale,AZ,99299,US,Glendale,AZ,99299
Melbourne,VIC,3000,AU,Melbourne,VIC,3000
Chicago,IL,60601,US,Chicago,IL,60601
San Francisco,CA,94103,US,San Francisco,CA,94103
Sacramento,CA,95841,US,Sacramento,CA,95841
Amarillo,TX,79101,US,Amarillo,TX,79101
Noblesville,IN,46060,US,Noblesville,IN,46060
San Francisco,CA,94133,US,San Francisco,CA,94133
Talent,OR,97540,US,Talent,OR,97540
Miami,FL,33132,US,Miami,FL,33132
Riyadh,Ar Riyad,0,SA,Riyadh,Ar Riyad,N/A
Not found,VA,22314,US,N/A,VA,22314
Los Angeles,CA,90067,US,Los Angeles,CA,90067
Ada,OH,45810,US,Ada,OH,45810
Duluth,MN,0,US,Duluth,MN,N/A
Singapore,Not Found,0,SG,Singapore,N/A,N/A
New York,NY,11232,US,New York,NY,11232
League City,TX,77573,US,League City,TX,77573
Los Angeles,CA,90027,US,Los Angeles,CA,90027
Bedminster,PA,18910,US,Bedminster,PA,18910
Novato,CA,0,US,Novato,CA,N/A
Porthcawl,Not Found,CF36 3YW,GB,Porthcawl,N/A,CF36 3YW
Stanford,CA,94305,US,Stanford,CA,94305
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Manchester,Manchester,M16 0PX,GB,Manchester,Manchester,M16 0PX
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Honolulu,HI,96813,US,Honolulu,HI,96813
Carmel,IN,46032,US,Carmel,IN,46032
Santiago,Santiago Metropolitan Region,0,CL,Santiago,Santiago Metropolitan Region,N/A
Milwaukee,WI,0,US,Milwaukee,WI,N/A
New York,NY,0,US,New York,NY,N/A
Salford,Not Found,M3 7DW,GB,Salford,N/A,M3 7DW
Dallas,TX,75238,US,Dallas,TX,75238
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Lostwithiel,England,PL22,GB,Los Angeles,England,PL22
Not found,Not Found,0,Not Available,N/A,N/A,N/A
London,London,W2 1JU,GB,London,London,W2 1JU
Ottawa,ON,K1K 4T4,CA,Ottawa,ON,K1K 4T4
Arlington,VA,22209,US,Arlington,VA,22209
Venice,CA,90291,US,Venice,CA,90291
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Largo,FL,33774,US,Largo,FL,33774
Philadelphia,PA,0,US,Philadelphia,PA,N/A
Anderson,IN,46016,US,Anderson,IN,46016
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,US,N/A,N/A,N/A
Nantgarw,Cardiff,CF15 7QQ,GB,Nantgarw,Cardiff,CF15 7QQ
Ottawa,ON,K1P 1J9,CA,Ottawa,ON,K1P 1J9
Bethel,VT,5032,US,Bethel,VT,5032
Syracuse,NY,13202,US,Syracuse,NY,13202
Plainfield,IN,46168-7913,US,Plainfield,IN,46168-7913
Hartford,CT,6105,US,Hartford,CT,6105
Lawrenceville,GA,30046,US,Lawrenceville,GA,30046
Indianapolis,IN,46220,US,Indianapolis,IN,46220
Sacramento,CA,95814,US,Sacramento,CA,95814
Gilbert,AZ,85233,US,Gilbert,AZ,85233
Omaha,NE,0,US,Omaha,NE,N/A
San Francisco,CA,94103,US,San Francisco,CA,94103
Birmingham,West Mids,B9 4AA,GB,Birmingham,WM,B9 4AA
Pine Mountain Club,CA,0,US,Pine Mountain Club,CA,N/A
San Jose,CA,95134,US,San Jose,CA,95134
London,London,EC1R 4TD,GB,London,London,EC1R 4TD
London,London Borough of Southwark,SE1 1LB,GB,London,London,SE1 1LB
London,England,WC1E,GB,London,England,WC1E
New York,NY,10009,US,New York,NY,10009
Oak Park,IL,0,US,Oak Park,IL,N/A
San Diego,CA,92101,US,San Diego,CA,92101
Not found,Not Found,NY,Not Available,N/A,N/A,N/A
Geneva,NY,14456,US,Geneva,NY,14456
Los Angeles,CA,90006,US,Los Angeles,CA,90006
Longview,WA,98632,US,Longview,WA,98632
Cardiff,Wales,CF11,GB,Cardiff,Wales,CF11
Not found,Not Found,2116,Not Available,N/A,N/A,2116
Birmingham,AL,35212,US,Birmingham,AL,35212
alert(1),ads,0,Not Available,N/A,ads,N/A
San Francisco,Not Found,94112,US,San Francisco,N/A,94112
Jacksonville Beach,FL,32250,US,Jackson,FL,32250
Bothell,WA,98011,US,Bothell,WA,98011
Memphis,TN,38104,US,Memphis,TN,38104
Basel,BS,4056,CH,Basel,BS,4056
Redwood City,CA,94063,US,Woodside,CA,94063
Ottawa,Ontario,K1S 5B6,CA,Ottawa,ON,K1S 5B6
Atlanta,GA,30309,US,Atlanta,GA,30309
Logan,IA,51546,US,Logan,IA,51546
Tyler,TX,75701,US,Tyler,TX,75701
Dublin,Not Found,0,IE,Dublin,N/A,N/A
Edmonton,AB,T6W 1A4,CA,Edmonton,AB,T6W 1A4
Kansas City,MO,64108,US,Kansas City,MO,64108
Not found,Not Found,0,Not Available,N/A,N/A,N/A
New York,NY,0,US,New York,NY,N/A
Melville,NY,11747,US,Melville,NY,11747
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Hardwick,VT,5843,US,Hardwick,VT,5843
Austin,TX,78701,US,Austin,TX,78701
Atlanta,GA,30341,US,Atlanta,GA,30341
Kent,Not Found,ME5 9AX  ,GB,Kent,N/A,ME5 9AX  
Cantley,QC,J8V 3B5,CA,Cantley,QC,J8V 3B5
Maynard,MA,0,US,Maynard,MA,N/A
Laurel,MD,20723,US,Laurel,MD,20723
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,Az,Not Available,N/A,N/A,Az
Lancaster,CA,93536,US,Lancaster,CA,93536
Jersey City,NJ,7302,US,Jersey,NJ,7302
Huddersfield,Kirklees,0,GB,Huddersfield,Kirklees,N/A
New York,NY,10021,US,New York,NY,10021
Geelong,VIC,3220,AU,Geelong,VIC,3220
San Jose,CA,95113,US,San Jose,CA,95113
Winter Garden,FL,34787,US,Winter Garden,FL,34787
New Orleans,LA,70118,US,New Orleans,LA,70118
Anderlecht,Brussels,1070,BE,Anderlecht,Brussel,1070
Memphis,Not Found,38115,US,Memphis,N/A,38115
Lakeside Marblehead,OH,43440,US,Westlake,OH,43440
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,Tacoma,Not Available,N/A,N/A,Tacoma
Atlanta,GA,30315,US,Atlanta,GA,30315
San Francisco,CA,94104,US,San Francisco,CA,94104
High Point,NC,0,US,High Point,NC,N/A
Walworth,WI,0,US,Walworth,WI,N/A
New Haven,CT,6510,US,New Haven,CT,6510
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Detroit,MI,48201,US,Detroit,MI,48201
Lyon,RA,69002,FR,Lyon,RA,69002
Schaumburg,IL,60193,US,Schaumburg,IL,60193
Singapore City,Singapore City,179101,SG,Singapore City,Singapore,179101
Sacramento,CA,95814,US,Sacramento,CA,95814
Pittsburgh,PA,15222,US,Pittsburgh,PA,15222
Denver,CO,80206,US,Denver,CO,80206
Houston,TX,77002,US,Houston,TX,77002
Weslaco,TX,78596,US,Weslaco,TX,78596
Not found,Gt Lon,SW1W 0WQ,GB,N/A,London,SW1W 0WQ
Chappaqua,NY,0,US,Chappaqua,NY,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Bozeman,MT,59715,US,Bozeman,MT,59715
San Francisco,CA,94103,US,San Francisco,CA,94103
Wythall,West Midlands,B47 6AJ,GB,Wythall,West Midlands,B47 6AJ
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Red Deer,AB,T4N 6R1,CA,Red Deer,AB,T4N 6R1
Holly,MI,48442,US,Hollywood,MI,48442
Not found,Not Found,0,Not Available,N/A,N/A,N/A
New York,NY,0,US,New York,NY,N/A
Lexington,MA,2420,US,Lexington,MA,2420
Wilmington,CA,90744,US,Wilmington,CA,90744
San Francisco,CA,94123,US,San Francisco,CA,94123
South Tangerang,Banten,15417,ID,South Tangerang,Banten,15417
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
San Francisco,CA,94102,US,San Francisco,CA,94102
Not found,Not Found,SO17 1BJ,GB,N/A,N/A,SO17 1BJ
Hollywood,CA,90028,US,Hollywood,CA,90028
San Francisco,CA,94110,US,San Francisco,CA,94110
Toronto,ON,M5A 2B9,CA,Toronto,ON,M5A 2B9
Kolkata,West Bengal,700134,IN,Kolkata,West Bengal,700134
San Diego,CA,92101,US,San Diego,CA,92101
Bangalore,Karnataka,560035,IN,Bangalore,Karnataka,560035
Ladbrooke Grove,Not Found,W10 5BQ,GB,Ladbrooke Grove,N/A,W10 5BQ
Fairfield,NJ,7004,US,Fairfield,NJ,7004
West Des Moines,IA,50266,US,West Des Moines,IA,50266
Co. Wicklow ,-,-,IE,Co. Wicklow ,N/A,-
Malvern,PA,19355,US,Malvern,PA,19355
Hartford,CT,6103,US,Hartford,CT,6103
San Francisco,CA,94105,US,San Francisco,CA,94105
Baltimore,MD,21201,US,Baltimore,MD,21201
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Wellington,Wellington,6011,NZ,Wellington,Wellington,6011
San Francisco,CA,94107,US,San Francisco,CA,94107
Melbourne,Not Found,32940,US,Melbourne,N/A,32940
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Dallas,TX,75220,US,Dallas,TX,75220
Not found,Not Found,0,Not Available,N/A,N/A,N/A
City of London,Not Found,E2 8Q,GB,London,N/A,E2 8Q
Philadelphia,PA,19123,US,Philadelphia,PA,19123
Los Angeles,CA,90036,US,Los Angeles,CA,90036
Venice,CA,90291,US,Venice,CA,90291
London,Gt Lon,EC1V 7EZ,GB,London,London,EC1V 7EZ
Coventry,England,0,GB,Coventry,England,N/A
San Francisco,CA,94111,US,San Francisco,CA,94111
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Palo Alto,CA,0,US,Palo Alto,CA,N/A
San Francisco,CA,ca,US,San Francisco,CA,ca
Nashville,TN,37203,US,Nashville,TN,37203
Chicago,IL,60642,US,Chicago,IL,60642
Laval,QC,H7T 0B3,CA,Laval,QC,H7T 0B3
Not found,Not Found,0,Not Available,N/A,N/A,N/A
New York City,NY,10001,US,New York,NY,10001
Atlanta,GA,30315,US,Atlanta,GA,30315
Glendale,CO,80246,US,Glendale,CO,80246
Birmingham,Birmingham,B3 2NR,GB,Birmingham,Birmingham,B3 2NR
Studio City  ,Not Found,91604,Not Available,Studio City  ,N/A,91604
Mississauga,ON,L5B 2G6,CA,Mississauga,ON,L5B 2G6
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Aurora,CO,80011,US,Aurora,CO,80011
Liverpool,Liverpool,L1 2TU,GB,Liverpool,Liverpool,L1 2TU
Not found,Not Found,0,US,N/A,N/A,N/A
Montréal,QC,0,CA,Montréal,QC,N/A
Montreal,QC,0,CA,Montreal,QC,N/A
Miami Beach,FL,33139,US,Miami,FL,33139
Tucson,AZ,85709,US,Tucson,AZ,85709
Boston,MA,0,US,Boston,MA,N/A
Charlotte,NC,28205,US,Charlotte,NC,28205
Memphis,TN,38134,US,Memphis,TN,38134
San Francisco,CA,94108,US,San Francisco,CA,94108
Claremorris,Mayo,0,IE,Claremorris,Mayo,N/A
Austin,TX,0,US,Austin,TX,N/A
DeSoto,TX,75115,US,DeSoto,TX,75115
Cambridge,England,0,GB,Cambridge,England,N/A
Battle Ground,WA,98604,US,Battle,WA,98604
New Albany,IN,47150,US,New Albany,IN,47150
North Sydney,NSW,2060,AU,North Sydney,NSW,2060
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
San Francisco,CA,94132,US,San Francisco,CA,94132
La Canada Flintridge,CA,91011,US,Flint,CA,91011
Villa di Molvena,Veneto,36060,IT,Villa di Molvena,Veneto,36060
Havre De Grace,MD,21078,US,Havre De Grace,MD,21078
Not found,Puerto Rico,968,PR,N/A,Puerto Rico,968
Cardiff,Not Found,CF10 3AL,GB,Cardiff,N/A,CF10 3AL
Philadelphia,PA,0,US,Philadelphia,PA,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Burlington,MA,1803,US,Burlington,MA,1803
Grovedale,VIC,3216,AU,Grovedale,VIC,3216
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
London,London,WC2H 7LH,GB,London,London,WC2H 7LH
Torino,Piemonte,10134,IT,Torino,Piemonte,10134
Waterloo,ON,0,CA,Waterloo,ON,N/A
Woodhaven,MI,48183,US,Woodhaven,MI,48183
Stockport,Gt Man,0,GB,Stockport,Gt Man,N/A
Lusk,County Dublin,0,IE,Lusk,Dublin,N/A
Val Morin,QC,J0T 2R0,CA,Val Morin,QC,J0T 2R0
Cambridge,Cambs,CB2 3QB,GB,Cambridge,Cambs,CB2 3QB
Cambridge,Not Found,CB2 1TL,GB,Cambridge,N/A,CB2 1TL
Glenview,IL 60025,0,US,Glenview,IL,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Lapinjärvi,Lapinjärvi,7840,FI,Lapinjärvi,Lapinjärvi,7840
Charlottetown,Prince Edward Island,C1A 4P3,CA,Charlottetown,Prince Edward Island,C1A 4P3
Gilbert,AZ,85297,US,Gilbert,AZ,85297
Warren,OH,0,US,Warren,OH,N/A
Altamonte Springs,FL,32701,US,Altamonte Springs,FL,32701
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Ottawa,Ontario,k1y 0y1,CA,Ottawa,ON,K1Y 0Y1
San Francisco,CA,94110,US,San Francisco,CA,94110
New Haven,CT,6510,US,New Haven,CT,6510
London,Gt Lon,SW7 5LP,GB,London,London,SW7 5LP
Monroe,NJ,8831,US,Monroe,NJ,8831
Somersworth,NH,3878,US,Somersworth,NH,3878
Destin,FL,32550,US,Destin,FL,32550
Oporto,Porto District,4200-464,PT,Oporto,Porto District,4200-464
Schaerbeek,Brussels,1030,BE,Schaerbeek,Brussel,1030
Not found,Not Found,0,IE,N/A,N/A,N/A
Not found,Not Found,0,GB,N/A,N/A,N/A
Stevensville,MD,21666,US,Stevensville,MD,21666
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Khouribga,Chaouia-Ouardigha,0,MA,Khouribga,Chaouia-Ouardigha,N/A
Rancho Palos Verdes,CA,90275,US,Rancho Palos Verdes,CA,90275
Glasgow,Glasgow, G51 1DA,GB,Glasgow,Glasgow, G51 1DA
Duluth,MN,55802,US,Duluth,MN,55802
Lubbock,TX,79413,US,Lubbock,TX,79413
London,London,E1 6HU,GB,London,London,E1 6HU
Not found,Angus,DD2 5LJ,GB,N/A,Angus,DD2 5LJ
Bend,OR,0,US,Bend,OR,N/A
Toronto,ON,M5G 1L7,CA,Toronto,ON,M5G 1L7
New York,NY,10036,US,New York,NY,10036
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Toronto,Ontario, M5G2C3,CA,Toronto,ON, M5G2C3
Not found,MI,48009,US,N/A,MI,48009
San Ramon,CA,94582,US,San Ramon,CA,94582
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Liverpool,Liverpool,L9 5AS,GB,Liverpool,Liverpool,L9 5AS
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Marietta,GA,30062,US,Marietta,GA,30062
Crystal Lake,IL,60014,US,Crystal Lake,IL,60014
Chattanooga,TN,37419,US,Chattanooga,TN,37419
North Las Vegas,NV,89084,US,Las Vegas,NV,89084
San Francisco,CA,94115,US,San Francisco,CA,94115
Mountain View,CA,94041,US,Mountain View,CA,94041
Rhodes,NSW,2138,US,Rhodes,NSW,2138
Bastrop,TX,78768,US,Bastrop,TX,78768
Invermay,TAS,7248,AU,Invermay,TAS,7248
Alba,Piemonte,0,IT,Alba,Piemonte,N/A
Tyringham,MA,1264,US,Tyringham,MA,1264
Marysville,CA,95901,US,Marysville,CA,95901
Québec,québec,G1P 3A8,CA,Québec,québec,G1P 3A8
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Paris,IDF,75013,FR,Paris,IDF,75013
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Belfast,Belfast,BT71nn,GB,Belfast,Belfast,BT71nn
Sunnyvale,CA ,94085,US,Sunnyvale,CA ,94085
Prescott,AZ,86301,US,Prescott,AZ,86301
Mortonville,PA,0,US,Mortonville,PA,N/A
New York,NY,0,US,New York,NY,N/A
Arlington,VA,0,US,Arlington,VA,N/A
Minneapolis,MN,55435,US,Minneapolis,MN,55435
Oakland,CA,94608,US,Oakland,CA,94608
Elcho,WI,54428,US,Elcho,WI,54428
Riverside,Gt Lon,SE1 2RE,GB,Riverside,London,SE1 2RE
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Washington,DC,20004,US,Washington,DC,20004
Leeds,England,LS15,GB,Leederville,England,LS15
Allston,MA,2134,US,Allston,MA,2134
New York,NY,10024,US,New York,NY,10024
Not found,Not Found,0,Not Available,N/A,N/A,N/A
La Jolla,CA,0,US,La Jolla,CA,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Worland,WY,0,US,Worland,WY,N/A
Cayuga   ,Ontario,0,CA,Cayuga   ,ON,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Horsham,West Susx,RH12,GB,Horsham,WS,RH12
Paignton,England,TQ4,GB,Paignton,England,TQ4
Glendale,CO,0,US,Glendale,CO,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Montgomery,AL,36116,US,Montgomery,AL,36116
Fremont,CA,94536,US,Fremont,CA,94536
McKinney,TX,75070,US,McKinney,TX,75070
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Hesperia,CA,92345,US,Hesperia,CA,92345
Minneapolis,MN,55455,US,Minneapolis,MN,55455
Canton,OH,44718,US,Canton,OH,44718
Not found,Not Found,NG2 4FD,GB,N/A,N/A,NG2 4FD
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Champaign,IL,61821,US,Champaign,IL,61821
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Bologna,Emilia-Romagna,40128,IT,Bologna,Emilia-Romagna,40128
Chicago,Not Found,60605,US,Chicago,N/A,60605
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Carlow,Carlow,0,IE,Carlow,Carlow,N/A
Heber City,UT,84032,US,Heber City,UT,84032
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Sanford,NC,27330,US,Sanford,NC,27330
Ixelles,Belgique,1050,BE,Ixelles,Belgique,1050
Chicago,IL,0,US,Chicago,IL,N/A
Oakland,CA,94611,US,Oakland,CA,94611
Atlanta,GA,30303,US,Atlanta,GA,30303
Atlanta,GA,30309,US,Atlanta,GA,30309
Los Angeles,CA,0,US,Los Angeles,CA,N/A
Not found,Not Found,66000,Not Available,N/A,N/A,66000
Kahuli,HI,96732,US,Kahuli,HI,96732
Sterling,VA,20164,US,Sterling,VA,20164
London,Gt Lon,SW11 3TN,GB,London,London,SW11 3TN
Ramseur,NC,27316,US,Ramseur,NC,27316
Crossville,TN,38555,US,Crossville,TN,38555
Opoutere,Waikato,3691,NZ,Opoutere,Waikato,3691
Dingle,Kerry,0,IE,Dingle,Kerry,N/A
Calgary,Alberta,T2Z 1W2,CA,Calgary,Alberta,T2Z 1W2
Not found,Not Found,0,Not Available,N/A,N/A,N/A
East Boothbay,ME,4544,US,East Boothbay,ME,4544
Oak Park and Chicago,Not Found,0,US,Chicago,N/A,N/A
Berkhamsted,Hertfordshire,HP4 1HE,GB,Berkhamsted,Hertfordshire,HP4 1HE
London,Gt Lon,EC1Y 4SA,GB,London,London,EC1Y 4SA
Portland,OR,97266,US,Portland,OR,97266
Irvington,NY,10533,US,Irvington,NY,10533
Cebu,Cebu City,6000,PH,Cebu,Cebu City,6000
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Austin,TX,78702,US,Austin,TX,78702
Reus,Catalonia,0,ES,Reus,Catalonia,N/A
Lexington,MA,0,US,Lexington,MA,N/A
Des Moines,IA,50321,US,Des Moines,IA,50321
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Parsippany-Troy Hills,NJ,7034,US,Parsippany-Troy Hills,NJ,7034
Paris,Ile De France,75002,FR,Paris,FR,75002
Bath,Bath And North East Somerset,BA1 1SX,GB,Bath,Somerset,BA1 1SX
Newcastle Upon Tyne,Not Found,NE1 2SW,GB,Newcastle,N/A,NE1 2SW
Not found,Not Found,0,Not Available,N/A,N/A,N/A
London,Not Found,NW5 1RS,Not Available,London,N/A,NW5 1RS
London,England,E1,GB,London,England,N/A
תל אביב יפו,Not Found,0,IL,תל אביב יפו,N/A,N/A
Knoxville,TN,37909,US,Knoxville,TN,37909
New York,NY,10001,US,New York,NY,10001
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Davis,CA,95616,US,Davis,CA,95616
Calgary  Alberta,Not Found,T2E 5T2,Not Available,Calgary,N/A,T2E 5T2
Not found,Not Found,0,Not Available,N/A,N/A,N/A
San Diego,CA,92130,US,San Diego,CA,92130
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Austin,TX,78731,US,Austin,TX,78731
Washington,DC,20006,US,Washington,DC,20006
University Park,PA,16802,US,University Park,PA,16802
Vienna,VA,0,US,Vienna,VA,N/A
Greenville,SC,29601,US,Greenville,SC,29601
Middlebury,CT,0,US,Middlebury,CT,N/A
Toronto,Ontario,0,CA,Toronto,ON,N/A
Oakleigh,VIC,3166,AU,Oakleigh,VIC,3166
Staten Island,NY,10135,US,Staten Island,NY,10135
Brighton,England,BN1,GB,Brighton,England,BN1
Amherst,OH,44001,US,Amherst,OH,44001
Not found,Not Found,95032,Not Available,N/A,N/A,95032
Boston,MA,0,US,Boston,MA,N/A
Melbourne,VIC,3000,AU,Melbourne,VIC,3000
London,London,WC2H 9DP,GB,London,London,WC2H 9DP
Sunnyvale,CA,94085,US,Sunnyvale,CA,94085
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Costa Mesa,CA,92626,US,Costa Mesa,CA,92626
Jacksonville,FL,32256,US,Jackson,FL,32256
Not found,Lyneham,2602,AU,N/A,Lyneham,2602
Kirkby Lonsdale,Cumbria,LA6 2GY,GB,Kirkby Lonsdale,Cumbria,LA6 2GY
Sugar Land,TX,77478,US,Sugar Land,TX,77478
Northbrook,IL,60062,US,Northbrook,IL,60062
Holdrege,NE,68949,US,Holdrege,NE,68949
New York,NY,10018,US,New York,NY,10018
Whitestone,NY,11357,US,Whitestone,NY,11357
Budapest,Budapest,1054,HU,Budapest,Budapest,1054
Los Angeles,CA,90015,US,Los Angeles,CA,90015
"Oklahoma City, Oklahoma",Not Found,0,US,"Oklahoma City, Oklahoma",N/A,N/A
New York,NY,10014,US,New York,NY,10014
Lunch Provided,Not Found,0,GB,Lunch Provided,N/A,N/A
Scheeßel,NDS,27383,DE,Scheeßel,NDS,27383
Sykesville,MD,21784,US,Sykesville,MD,21784
Auckland,Auckland,0,NZ,Auckland,Auckland,N/A
Not found,Not Found,0,PH,N/A,N/A,N/A
London,Not Found,0,GB,London,N/A,N/A
Mawson Lakes,Not Found,5095,Not Available,Salt Lake City,N/A,5095
Des Moines,WA,98198,US,Des Moines,WA,98198
State College,Not Found,16803,US,State College,N/A,16803
Not found,Not Found,NW3,Not Available,N/A,N/A,NW3
Greensburg,PA,15601,US,Greensburg,PA,15601
New York,NY,10024,US,New York,NY,10024
Fairchance,PA,15436,US,Fairchance,PA,15436
Los Angeles,CA,90018,US,Los Angeles,CA,90018
Minneapolis,MN,55413,US,Minneapolis,MN,55413
Sydney,New South Wales,0,AU,Sydney,NSW,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Shiloh,IL,62221,US,Shiloh,IL,62221
Not found,Not Found,90069,Not Available,N/A,N/A,90069
Red Deer,AB,0,CA,Red Deer,AB,N/A
San Diego,CA,92117,US,San Diego,CA,92117
Houston,TX,77047,US,Houston,TX,77047
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Glasgow,Lanarkshire,G41 5BW,GB,Glasgow,KS,G41 5BW
New Port Richey,FL,34652,US,New Port Richey,FL,34652
Paris,Ile De France,75008,FR,Paris,FR,75008
Menlo Park,CA,94025,US,Menlo Park,CA,94025
Penticton,BC,V2A 5C9,CA,Port Coquitlam,BC,V2A 5C9
Amsterdam,NH,0,NL,Amsterdam,NH,N/A
Charlotte,NC,28211,US,Charlotte,NC,28211
New York,NY,10014,US,New York,NY,10014
Chicago,IL,60608,US,Chicago,IL,60608
New York,NY,10016,US,New York,NY,10016
Rancho Santa Fe,CA,92067,US,Rancho Santa Fe,CA,92067
Not found,Not Found,30313,Not Available,N/A,N/A,30313
Vilnius,Lithuania,LT03100,LT,Vilnius,Lithuania,LT03100
London,England,SW1P,GB,London,England,SW1P
Barcelona,Cataluña,8025,ES,Barcelona,Cataluña,8025
Great Meadows,NJ,7838,US,Great Meadows,NJ,7838
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Atlanta,GA,30308,US,Atlanta,GA,30308
Santa Monica,CA,90405,US,Santa Monica,CA,90405
Savannah,GA,31401,US,Savannah,GA,31401
Toronto,ON,M5R 2H8,CA,Toronto,ON,M5R 2H8
Cravo Norte,Arauca,0,CO,Cravo Norte,Arauca,N/A
Richmond,VA,23220,US,Richmond,VA,23220
Otterville,IL,62052,US,Otterville,IL,62052
Waynesboro,VA,22980,US,Waynesboro,VA,22980
Orrville,OH,44667,US,Orrville,OH,44667
Recife,Pernambuco,0,BR,Recife,Pernambuco,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Newcastle,NSW,0,AU,Newcastle,NSW,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Lima,Lima,15074,PE,Lima,Lima,15074
Amsterdam,NH,1012 XN,NL,Amsterdam,NH,1012 XN
Portland,OR,97217,US,Portland,OR,97217
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Philadelphia,PA,19149,US,Philadelphia,PA,19149
New York,NY,10003,US,New York,NY,10003
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Vicenza,Veneto,0,IT,Vicenza,Veneto,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Nottingham,Notts,NG1 2BL,GB,Nottingham,Notts,NG1 2BL
Austin,TX,0,US,Austin,TX,N/A
New York,NY,10006,US,New York,NY,10006
San Antonio,TX,0,US,San Antonio,TX,N/A
New York,NY,10036,US,New York,NY,10036
Dallas,TX,75214,US,Dallas,TX,75214
Calgary,Alberta,0,CA,Calgary,Alberta,N/A
Irving,TX,75062,US,Irvington,TX,75062
Knightdale,NC,27545,US,Knightdale,NC,27545
Charlotte,NC,20207,US,Charlotte,NC,20207
Lagos,Lagos,0,NG,Lagos,Lagos,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
New York,NY,10036,US,New York,NY,10036
Leeds,West York,LS1,GB,Leederville,York,LS1
Sacramento,CA,95814,US,Sacramento,CA,95814
San Francisco,CA,94107,US,San Francisco,CA,94107
Nashville,TN,43235,US,Nashville,TN,43235
