,City,State,ZipCode,Country
7640,Saginaw,MI,48603,US
7641,Surrey,,KT10 9SD,GB
7642,Berlin,,10117,DE
7643,Honolulu,HI,96817,US
7644,The Woodlands,TX,77380,US
7645,Newtown,PA,18940,US
7646,Hollywood,FL,33019,US
7647,Hixson,TN,37343,US
7648,Carterville,IL,62918,US
7649,Oakland,CA,94612,US
7650,São Paulo,Sao Paulo,04082-000,BR
7651,Groningen,GR,9711 HL,NL
7652,New York,NY,10024,US
7653,Sheffield,South York,S3 8UB,GB
7654,Kissimmee,FL,34741,US
7655,Mesquite,TX,75150,US
7656,Mount Rainier,MD,20712,US
7657,Newcastle Upon Tyne,Newcastle Upon Tyne,NE1 8ST,GB
7658,Walterboro,SC,29488,US
7659,Frederick,MD,,US
7660,,,,
7661,Jacksonville Beach,FL,32250,US
7662,New York,NY,,US
7663,Wheaton,IL,60187,US
7664,Georgia  (atlanta ) In College Park Area Near Airport,,30337,
7665,Fort Worth,TX,76164,US
7666,Triangle,VA,22172,US
7667,Vancouver,BC,V6B 3M7,CA
7668,,,,
7669,Fremont,CA,,US
7670,Jonesboro,AR,,US
7671,Englewood,CO,80111,US
7672,Glendale,AZ,99299,US
7673,Melbourne,VIC,3000,AU
7674,Chicago,IL,60601,US
7675,San Francisco,CA,94103,US
7676,Sacramento,CA,95841,US
7677,Amarillo,TX,79101,US
7678,Noblesville,IN,46060,US
7679,San Francisco,CA,94133,US
7680,Talent,OR,97540,US
7681,Miami,FL,33132,US
7682,Riyadh,Ar Riyad,,SA
7683,,VA,22314,US
7684,Los Angeles,CA,90067,US
7685,Ada,OH,45810,US
7686,Duluth,MN,,US
7687,Singapore,,,SG
7688,New York,NY,11232,US
7689,League City,TX,77573,US
7690,Los Angeles,CA,90027,US
7691,Bedminster,PA,18910,US
7692,Novato,CA,,US
7693,Porthcawl,,CF36 3YW,GB
7694,Stanford,CA,94305,US
7695,,,,
7696,Manchester,Manchester,M16 0PX,GB
7697,,,,
7698,Honolulu,HI,96813,US
7699,Carmel,IN,46032,US
7700,Santiago,Santiago Metropolitan Region,,CL
7701,Milwaukee,WI,,US
7702,New York,NY,,US
7703,Salford,,M3 7DW,GB
7704,Dallas,TX,75238,US
7705,,,,
7706,Lostwithiel,England,PL22,GB
7707,,,,
7708,London,London,W2 1JU,GB
7709,Ottawa,ON,K1K 4T4,CA
7710,Arlington,VA,22209,US
7711,Venice,CA,90291,US
7712,,,,
7713,Largo,FL,33774,US
7714,Philadelphia,PA,,US
7715,Anderson,IN,46016,US
7716,,,,
7717,,,,US
7718,Nantgarw,Cardiff,CF15 7QQ,GB
7719,Ottawa,ON,K1P 1J9,CA
7720,Bethel,VT,5032,US
7721,Syracuse,NY,13202,US
7722,Plainfield,IN,46168-7913,US
7723,Hartford,CT,6105,US
7724,Lawrenceville,GA,30046,US
7725,Indianapolis,IN,46220,US
7726,Sacramento,CA,95814,US
7727,Gilbert,AZ,85233,US
7728,Omaha,NE,,US
7729,San Francisco,CA,94103,US
7730,Birmingham,West Mids,B9 4AA,GB
7731,Pine Mountain Club,CA,,US
7732,San Jose,CA,95134,US
7733,London,London,EC1R 4TD,GB
7734,London,London Borough of Southwark,SE1 1LB,GB
7735,London,England,WC1E,GB
7736,New York,NY,10009,US
7737,Oak Park,IL,,US
7738,San Diego,CA,92101,US
7739,,,NY,
7740,Geneva,NY,14456,US
7741,Los Angeles,CA,90006,US
7742,Longview,WA,98632,US
7743,Cardiff,Wales,CF11,GB
7744,,,2116,
7745,Birmingham,AL,35212,US
7746,alert(1),ads,,
7747,San Francisco,,94112,US
7748,Jacksonville Beach,FL,32250,US
7749,Bothell,WA,98011,US
7750,Memphis,TN,38104,US
7751,Basel,BS,4056,CH
7752,Redwood City,CA,94063,US
7753,Ottawa,Ontario,K1S 5B6,CA
7754,Atlanta,GA,30309,US
7755,Logan,IA,51546,US
7756,Tyler,TX,75701,US
7757,Dublin,,,IE
7758,Edmonton,AB,T6W 1A4,CA
7759,Kansas City,MO,64108,US
7760,,,,
7761,New York,NY,,US
7762,Melville,NY,11747,US
7763,,,,
7764,Hardwick,VT,5843,US
7765,Austin,TX,78701,US
7766,Atlanta,GA,30341,US
7767,Kent,,ME5 9AX  ,GB
7768,Cantley,QC,J8V 3B5,CA
7769,Maynard,MA,,US
7770,Laurel,MD,20723,US
7771,,,,
7772,,,,
7773,,,Az,
7774,Lancaster,CA,93536,US
7775,Jersey City,NJ,7302,US
7776,Huddersfield,Kirklees,,GB
7777,New York,NY,10021,US
7778,Geelong,VIC,3220,AU
7779,San Jose,CA,95113,US
7780,Winter Garden,FL,34787,US
7781,New Orleans,LA,70118,US
7782,Anderlecht,Brussels,1070,BE
7783,Memphis,,38115,US
7784,Lakeside Marblehead,OH,43440,US
7785,,,,
7786,,,,
7787,,,Tacoma,
7788,Atlanta,GA,30315,US
7789,San Francisco,CA,94104,US
7790,High Point,NC,,US
7791,Walworth,WI,,US
7792,New Haven,CT,6510,US
7793,,,,
7794,Detroit,MI,48201,US
7795,Lyon,RA,69002,FR
7796,Schaumburg,IL,60193,US
7797,Singapore City,Singapore City,179101,SG
7798,Sacramento,CA,95814,US
7799,Pittsburgh,PA,15222,US
7800,Denver,CO,80206,US
7801,Houston,TX,77002,US
7802,Weslaco,TX,78596,US
7803,,Gt Lon,SW1W 0WQ,GB
7804,Chappaqua,NY,,US
7805,,,,
7806,,,,
7807,Bozeman,MT,59715,US
7808,San Francisco,CA,94103,US
7809,Wythall,West Midlands,B47 6AJ,GB
7810,,,,
7811,Red Deer,AB,T4N 6R1,CA
7812,Holly,MI,48442,US
7813,,,,
7814,New York,NY,,US
7815,Lexington,MA,2420,US
7816,Wilmington,CA,90744,US
7817,San Francisco,CA,94123,US
7818,South Tangerang,Banten,15417,ID
7819,,,,
7820,,,,
7821,,,,
7822,San Francisco,CA,94102,US
7823,,,SO17 1BJ,GB
7824,Hollywood,CA,90028,US
7825,San Francisco,CA,94110,US
7826,Toronto,ON,M5A 2B9,CA
7827,Kolkata,West Bengal,700134,IN
7828,San Diego,CA,92101,US
7829,Bangalore,Karnataka,560035,IN
7830,Ladbrooke Grove,,W10 5BQ,GB
7831,Fairfield,NJ,7004,US
7832,West Des Moines,IA,50266,US
7833,Co. Wicklow ,-,-,IE
7834,Malvern,PA,19355,US
7835,Hartford,CT,6103,US
7836,San Francisco,CA,94105,US
7837,Baltimore,MD,21201,US
7838,,,,
7839,Wellington,Wellington,6011,NZ
7840,San Francisco,CA,94107,US
7841,Melbourne,,32940,US
7842,,,,
7843,Dallas,TX,75220,US
7844,,,,
7845,City of London,,E2 8Q,GB
7846,Philadelphia,PA,19123,US
7847,Los Angeles,CA,90036,US
7848,Venice,CA,90291,US
7849,London,Gt Lon,EC1V 7EZ,GB
7850,Coventry,England,,GB
7851,San Francisco,CA,94111,US
7852,,,,
7853,Palo Alto,CA,,US
7854,San Francisco,CA,ca,US
7855,Nashville,TN,37203,US
7856,Chicago,IL,60642,US
7857,Laval,QC,H7T 0B3,CA
7858,,,,
7859,New York City,NY,10001,US
7860,Atlanta,GA,30315,US
7861,Glendale,CO,80246,US
7862,Birmingham,Birmingham,B3 2NR,GB
7863,Studio City  ,,91604,
7864,Mississauga,ON,L5B 2G6,CA
7865,,,,
7866,Aurora,CO,80011,US
7867,Liverpool,Liverpool,L1 2TU,GB
7868,,,,US
7869,Montréal,QC,,CA
7870,Montreal,QC,,CA
7871,Miami Beach,FL,33139,US
7872,Tucson,AZ,85709,US
7873,Boston,MA,,US
7874,Charlotte,NC,28205,US
7875,Memphis,TN,38134,US
7876,San Francisco,CA,94108,US
7877,Claremorris,Mayo,,IE
7878,Austin,TX,,US
7879,DeSoto,TX,75115,US
7880,Cambridge,England,,GB
7881,Battle Ground,WA,98604,US
7882,New Albany,IN,47150,US
7883,North Sydney,NSW,2060,AU
7884,,,,
7885,,,,
7886,San Francisco,CA,94132,US
7887,La Canada Flintridge,CA,91011,US
7888,Villa di Molvena,Veneto,36060,IT
7889,Havre De Grace,MD,21078,US
7890,,Puerto Rico,968,PR
7891,Cardiff,,CF10 3AL,GB
7892,Philadelphia,PA,,US
7893,,,,
7894,Burlington,MA,1803,US
7895,Grovedale,VIC,3216,AU
7896,,,,
7897,,,,
7898,London,London,WC2H 7LH,GB
7899,Torino,Piemonte,10134,IT
7900,Waterloo,ON,,CA
7901,Woodhaven,MI,48183,US
7902,Stockport,Gt Man,,GB
7903,Lusk,County Dublin,0,IE
7904,Val Morin,QC,J0T 2R0,CA
7905,Cambridge,Cambs,CB2 3QB,GB
7906,Cambridge,,CB2 1TL,GB
7907,Glenview,IL 60025,,US
7908,,,,
7909,Lapinjärvi,Lapinjärvi,7840,FI
7910,Charlottetown,Prince Edward Island,C1A 4P3,CA
7911,Gilbert,AZ,85297,US
7912,Warren,OH,,US
7913,Altamonte Springs,FL,32701,US
7914,,,,
7915,Ottawa,Ontario,k1y 0y1,CA
7916,San Francisco,CA,94110,US
7917,New Haven,CT,6510,US
7918,London,Gt Lon,SW7 5LP,GB
7919,Monroe,NJ,8831,US
7920,Somersworth,NH,3878,US
7921,Destin,FL,32550,US
7922,Oporto,Porto District,4200-464,PT
7923,Schaerbeek,Brussels,1030,BE
7924,,,,IE
7925,,,,GB
7926,Stevensville,MD,21666,US
7927,,,,
7928,Khouribga,Chaouia-Ouardigha,,MA
7929,Rancho Palos Verdes,CA,90275,US
7930,Glasgow,Glasgow, G51 1DA,GB
7931,Duluth,MN,55802,US
7932,Lubbock,TX,79413,US
7933,London,London,E1 6HU,GB
7934,,Angus,DD2 5LJ,GB
7935,Bend,OR,,US
7936,Toronto,ON,M5G 1L7,CA
7937,New York,NY,10036,US
7938,,,,
7939,Toronto,Ontario, M5G2C3,CA
7940,,MI,48009,US
7941,San Ramon,CA,94582,US
7942,,,,
7943,Liverpool,Liverpool,L9 5AS,GB
7944,,,,
7945,Marietta,GA,30062,US
7946,Crystal Lake,IL,60014,US
7947,Chattanooga,TN,37419,US
7948,North Las Vegas,NV,89084,US
7949,San Francisco,CA,94115,US
7950,Mountain View,CA,94041,US
7951,Rhodes,NSW,2138,US
7952,Bastrop,TX,78768,US
7953,Invermay,TAS,7248,AU
7954,Alba,Piemonte,,IT
7955,Tyringham,MA,1264,US
7956,Marysville,CA,95901,US
7957,Québec,québec,G1P 3A8,CA
7958,,,,
7959,Paris,IDF,75013,FR
7960,,,,
7961,Belfast,Belfast,BT71nn,GB
7962,Sunnyvale,CA ,94085,US
7963,Prescott,AZ,86301,US
7964,Mortonville,PA,,US
7965,New York,NY,,US
7966,Arlington,VA,,US
7967,Minneapolis,MN,55435,US
7968,Oakland,CA,94608,US
7969,Elcho,WI,54428,US
7970,Riverside,Gt Lon,SE1 2RE,GB
7971,,,,
7972,Washington,DC,20004,US
7973,Leeds,England,LS15,GB
7974,Allston,MA,2134,US
7975,New York,NY,10024,US
7976,,,,
7977,La Jolla,CA,,US
7978,,,,
7979,Worland,WY,,US
7980,Cayuga   ,Ontario,,CA
7981,,,,
7982,,,,
7983,,,,
7984,Horsham,West Susx,RH12,GB
7985,Paignton,England,TQ4,GB
7986,Glendale,CO,,US
7987,,,,
7988,,,,
7989,Montgomery,AL,36116,US
7990,Fremont,CA,94536,US
7991,McKinney,TX,75070,US
7992,,,,
7993,Hesperia,CA,92345,US
7994,Minneapolis,MN,55455,US
7995,Canton,OH,44718,US
7996,,,NG2 4FD,GB
7997,,,,
7998,Champaign,IL,61821,US
7999,,,,
8000,,,,
8001,,,,
8002,Bologna,Emilia-Romagna,40128,IT
8003,Chicago,,60605,US
8004,,,,
8005,Carlow,Carlow,,IE
8006,Heber City,UT,84032,US
8007,,,,
8008,Sanford,NC,27330,US
8009,Ixelles,Belgique,1050,BE
8010,Chicago,IL,,US
8011,Oakland,CA,94611,US
8012,Atlanta,GA,30303,US
8013,Atlanta,GA,30309,US
8014,Los Angeles,CA,,US
8015,,,66000,
8016,Kahuli,HI,96732,US
8017,Sterling,VA,20164,US
8018,London,Gt Lon,SW11 3TN,GB
8019,Ramseur,NC,27316,US
8020,Crossville,TN,38555,US
8021,Opoutere,Waikato,3691,NZ
8022,Dingle,Kerry,,IE
8023,Calgary,Alberta,T2Z 1W2,CA
8024,,,,
8025,East Boothbay,ME,4544,US
8026,Oak Park and Chicago,,,US
8027,Berkhamsted,Hertfordshire,HP4 1HE,GB
8028,London,Gt Lon,EC1Y 4SA,GB
8029,Portland,OR,97266,US
8030,Irvington,NY,10533,US
8031,Cebu,Cebu City,6000,PH
8032,,,,
8033,Austin,TX,78702,US
8034,Reus,Catalonia,,ES
8035,Lexington,MA,,US
8036,Des Moines,IA,50321,US
8037,,,,
8038,Parsippany-Troy Hills,NJ,7034,US
8039,Paris,Ile De France,75002,FR
8040,Bath,Bath And North East Somerset,BA1 1SX,GB
8041,Newcastle Upon Tyne,,NE1 2SW,GB
8042,,,,
8043,London,,NW5 1RS,
8044,London,England,E1,GB
8045,תל אביב יפו,,,IL
8046,Knoxville,TN,37909,US
8047,New York,NY,10001,US
8048,,,,
8049,Davis,CA,95616,US
8050,Calgary  Alberta,,T2E 5T2,
8051,,,,
8052,San Diego,CA,92130,US
8053,,,,
8054,Austin,TX,78731,US
8055,Washington,DC,20006,US
8056,University Park,PA,16802,US
8057,Vienna,VA,,US
8058,Greenville,SC,29601,US
8059,Middlebury,CT,,US
8060,Toronto,Ontario,,CA
8061,Oakleigh,VIC,3166,AU
8062,Staten Island,NY,10135,US
8063,Brighton,England,BN1,GB
8064,Amherst,OH,44001,US
8065,,,95032,
8066,Boston,MA,,US
8067,Melbourne,VIC,3000,AU
8068,London,London,WC2H 9DP,GB
8069,Sunnyvale,CA,94085,US
8070,,,,
8071,Costa Mesa,CA,92626,US
8072,Jacksonville,FL,32256,US
8073,,Lyneham,2602,AU
8074,Kirkby Lonsdale,Cumbria,LA6 2GY,GB
8075,Sugar Land,TX,77478,US
8076,Northbrook,IL,60062,US
8077,Holdrege,NE,68949,US
8078,New York,NY,10018,US
8079,Whitestone,NY,11357,US
8080,Budapest,Budapest,1054,HU
8081,Los Angeles,CA,90015,US
8082,"Oklahoma City, Oklahoma",,,US
8083,New York,NY,10014,US
8084,Lunch Provided,,,GB
8085,Scheeßel,NDS,27383,DE
8086,Sykesville,MD,21784,US
8087,Auckland,Auckland,,NZ
8088,,,,PH
8089,London,,,GB
8090,Mawson Lakes,,5095,
8091,Des Moines,WA,98198,US
8092,State College,,16803,US
8093,,,NW3,
8094,Greensburg,PA,15601,US
8095,New York,NY,10024,US
8096,Fairchance,PA,15436,US
8097,Los Angeles,CA,90018,US
8098,Minneapolis,MN,55413,US
8099,Sydney,New South Wales,,AU
8100,,,,
8101,Shiloh,IL,62221,US
8102,,,90069,
8103,Red Deer,AB,,CA
8104,San Diego,CA,92117,US
8105,Houston,TX,77047,US
8106,,,,
8107,Glasgow,Lanarkshire,G41 5BW,GB
8108,New Port Richey,FL,34652,US
8109,Paris,Ile De France,75008,FR
8110,Menlo Park,CA,94025,US
8111,Penticton,BC,V2A 5C9,CA
8112,Amsterdam,NH,,NL
8113,Charlotte,NC,28211,US
8114,New York,NY,10014,US
8115,Chicago,IL,60608,US
8116,New York,NY,10016,US
8117,Rancho Santa Fe,CA,92067,US
8118,,,30313,
8119,Vilnius,Lithuania,LT03100,LT
8120,London,England,SW1P,GB
8121,Barcelona,Cataluña,8025,ES
8122,Great Meadows,NJ,7838,US
8123,,,,
8124,Atlanta,GA,30308,US
8125,Santa Monica,CA,90405,US
8126,Savannah,GA,31401,US
8127,Toronto,ON,M5R 2H8,CA
8128,Cravo Norte,Arauca,,CO
8129,Richmond,VA,23220,US
8130,Otterville,IL,62052,US
8131,Waynesboro,VA,22980,US
8132,Orrville,OH,44667,US
8133,Recife,Pernambuco,,BR
8134,,,,
8135,Newcastle,NSW,,AU
8136,,,,
8137,Lima,Lima,15074,PE
8138,Amsterdam,NH,1012 XN,NL
8139,Portland,OR,97217,US
8140,,,,
8141,Philadelphia,PA,19149,US
8142,New York,NY,10003,US
8143,,,,
8144,,,,
8145,Vicenza,Veneto,,IT
8146,,,,
8147,Nottingham,Notts,NG1 2BL,GB
8148,Austin,TX,,US
8149,New York,NY,10006,US
8150,San Antonio,TX,,US
8151,New York,NY,10036,US
8152,Dallas,TX,75214,US
8153,Calgary,Alberta,,CA
8154,Irving,TX,75062,US
8155,Knightdale,NC,27545,US
8156,Charlotte,NC,20207,US
8157,Lagos,Lagos,,NG
8158,,,,
8159,New York,NY,10036,US
8160,Leeds,West York,LS1,GB
8161,Sacramento,CA,95814,US
8162,San Francisco,CA,94107,US
8163,Nashville,TN,43235,US
8164,Rochester,NY,14620,US
8165,Hanover,NH,3755,US
8166,WELLESLEY,MA,2482,US
8167,Eggenstein-Leopoldshafen,BW,76344,DE
8168,Houston,TX,77030,US
8169,Toronto,Ontario,,CA
8170,Markham,ON,L3R 9Z7,CA
8171,Vancouver,BC,,CA
8172,Arlington,TX,76010,US
8173,Nai Mueang,Phitsanulok,65000,TH
8174,Chico,CA,95926,US
8175,Turin,Piemonte,10100,IT
8176,London,Gt Lon,W1W 5NB,GB
8177,Hamburg,HH,22525,DE
8178,Vallejo,CA,94590,US
8179,London,,WC2N 5DN,GB
8180,Lincoln,NE,68503,US
8181,Atlanta,GA,30341,US
8182,Lafayette,IN,47905,US
8183,McDonough,GA,30253,US
8184,Miami,FL,,US
8185,Kuala Lumpur,Federal Territory of Kuala Lumpur,55100,MY
8186,Paramus,NJ,7652,US
8187,Glasgow,,,GB
8188,Caribou,ME,4736,US
8189,Dallas,TX,75207,US
8190,,,,
8191,Dallas,TX,75214,US
8192,Atlanta,GA,30322,US
8193,Seoul,Seoul T'ukpyolsi,,KR
8194,Atlanta,GA,30322,US
8195,,,,US
8196,,,,
8197,Oakland,CA,94619,US
8198,Winnipeg,Manitoba,R3B 1C7,CA
8199,Cleveland,,44106,US
8200,New York,NY,10014,US
8201,Danville,VA,24541,US
8202,Bangalore,Karnataka,560037,IN
8203,St Catharines,ON,L2S 2J4,CA
8204,New York,NY,10019,US
8205,Concord,NH,3301,US
8206,Edmonton,AB,T6E 4E9,CA
8207,Mountain View,CA,94043,US
8208,,,,
8209,Chicago,,60606,US
8210,,,,
8211,Quebec,Quebec,G1V 0A6,CA
8212,Fairfax,CA,94930,US
8213,Singapore,,609607,SG
8214,Auckland,Auckland,782,NZ
8215,Accra,Greater Accra,23,GH
8216,Port Harcourt,Rivers,,NG
8217,Lutherville-Timonium,MD,21093,US
8218,Cary,NC,27518,US
8219,Chicago,IL,60602,US
8220,Dubai,Dubai,,AE
8221,,,,
8222,Muskogee,OK,74401,US
8223,Huyton,Mersyd,L36 6AP,GB
8224,,,,
8225,Osage,WY,,US
8226,Den Haag,,,NL
8227,,,,
8228,,,,
8229,Dearborn,,48120,US
8230,,,,
8231,,,,
8232,London,Gt Lon,WC1H 0AH,GB
8233,Edmonton,AB,T5K 2T5,CA
8234,,,,
8235,,,,
8236,New York,NY,10017,US
8237,Manchester,,M8 0AE,GB
8238,London,,NW1 2BJ,GB
8239,Tulsa,OK,,US
8240,Fuente del Jarro,Comunidad Valenciana,46988,ES
8241,,,,
8242,Maple Ridge,BC,V4R 2T1,CA
8243,,,,
8244,South Euclid,OH,,US
8245,Saugus,MA,1906,US
8246,St. Robert,MO,65584,US
8247,Linthicum,MD,21090,US
8248,Garwood,NJ,7024,US
8249,Portsmouth,NH,3801,US
8250,Hartford,CT,6103,US
8251,Gent,Vlaams Gewest,9000,BE
8252,,,40115,
8253,Cincinnati,OH,45202,US
8254,Chester,WV,26034,US
8255,,,,
8256,,,,
8257,,Campania,,IT
8258,Austin,TX,78701,US
8259,East Melbourne,VIC,3002,AU
8260,Elkridge,MD,21075,US
8261,Edmonton,AB,T5H 3J7,CA
8262,Philadelphia,PA,19104,US
8263,New York,NY,10003,US
8264,Costa Mesa,CA,92626,US
8265,New York,NY,10004,US
8266,Suffolk,VA,23434,US
8267,Saint Petersburg,Saint Petersburg,,RU
8268,Philadelphia,PA,19102,US
8269,Toronto,ON,M4W 3X8,CA
8270,,,85286,
8271,Surry Hills,NSW,2010,AU
8272,Tampa,FL,33602,US
8273,Berkeley,CA,94703,US
8274,Los Angeles,CA,,IL
8275,San Antonio,TX,,US
8276,,,,
8277,Tesy,Homyel'skaya Voblasts',63134,BY
8278,New Delhi,Delhi,110020,IN
8279,Bradford,West York,BD8 9QE,GB
8280,Davenport,IA,,US
8281,Piedmont,OK,73078-8012,US
8282,Castro Valley,CA,94546,US
8283,Los Angeles,CA,90026,US
8284,,,,
8285,Chicago Heights,IL,60411,US
8286,,,,
8287,Walnut Creek,CA,94597,US
8288,New York,NY,10002,US
8289,,,,
8290,,,,
8291,Defuniak Springs,FL,32433,US
8292,Act,,2903,
8293,Stafford,VA,22554,US
8294,Charleston,WV,25301,US
8295,,,,
8296,Tacoma,WA,98445,US
8297,Philadelphia,PA,19103,US
8298,,,,
8299,San Diego,CA,92130,US
8300,Geneva,NY,14456,US
8301,,,,
8302,Chilliwack,BC,V2P 7V5,CA
8303,London,Gt Lon,N1 7LQ,GB
8304,London,London,SE1 0QL,GB
8305,,,,
8306,Kuala Lumpur,Federal Territory,54100,MY
8307,London,London,N19 3BB,GB
8308,,,,
8309,Adelaide,SA,5000,AU
8310,New York,NY,10003,US
8311,Fort Worth,TX,76102,US
8312,Dallas,TX,75226,US
8313,Sundbyberg,Stockholm County,17231,SE
8314,Del Mar,CA,92104,US
8315,Chesterfield,MO,63017,US
8316,,,,
8317,San Francisco,CA,,US
8318,Marietta,GA,30067,US
8319,Montreal,QC,H2W 1Y4,CA
8320,,,,
8321,Jacksonville,FL,32226,US
8322,New Orleans,LA,70119,US
8323,Long Beach,CA,90802,US
8324,Geneva,GE,,CH
8325,Padova,Italia,35128,IT
8326,Austin,TX,78759,US
8327,Atlanta,GA,,US
8328,DeSoto,TX,75115,US
8329,San Antonio,TX,78218,US
8330,,,,
8331,Seattle,WA,98104,US
8332,Vancouver,WA,98662,US
8333,New York,NY,10027,US
8334,,,,
8335,Tel Aviv,,,IL
8336,San Mateo,CA,94403,US
8337,,,BS3 1TF,
8338,Chicago,IL,60616,US
8339,London,London,,GB
8340,Winnipeg,Manitoba,,CA
8341,Leeds,Leeds,LS8 5HS,GB
8342,Dromana,VIC,3936,AU
8343,San Francisco,CA,94105,US
8344,Minneapolis,MN,55455,US
8345,London,London,WC1E 6BT,GB
8346,,,,
8347,West Sacramento,CA,95605,US
8348,Oklahoma City,OK,,US
8349,Los Angeles,CA,90012,US
8350,,,,
8351,Saint Paul,MN,55102,US
8352,San Diego,CA,92101,US
8353,Paris,IDF,,FR
8354,Dade City,FL,33523,US
8355,,,,
8356,Southampton,Southampton,PO9 1J,GB
8357,San Francisco,CA,94107,US
8358,Henderson,NV,NV,US
8359,Dubai,Dubai,,AE
8360,Atlanta,GA,30346,US
8361,,,"SEEKONK, MA.",
8362,Santa Rosa,Ca,95403,US
8363,,,,HK
8364,Atlanta,GA,30363,US
8365,Newton-le-Willows,Mersyd,WA12 9SE,GB
8366,Loveland,CO,80538,US
8367,Chicago,IL,60601,US
8368,London,,E1 2AD,GB
8369,Saskatoon,Saskatchewan,S7K 3G8,CA
8370,London,England,NW7,GB
8371,Irvine,CA,92612,US
8372,,,,
8373,Washington,DC,20036,US
8374,,,10036,
8375,Montreal,QC,H2T 1R4,CA
8376,Houston,TX,77002,US
8377,Sunnyvale,CA,94086,US
8378,,,,
8379,Western Springs,IL,60558,US
8380,,,,
8381,Santa Cruz,CA,95062,US
8382,,,,
8383,Montebelluna,Veneto,31044,IT
8384,Chicago,IL,60640,US
8385,,,WA,
8386,Berkeley,CA,94704,US
8387,New York,NY,10036,US
8388,Mt Vernon,OH,43050,US
8389,,,,
8390,San Diego,CA,92101,US
8391,Cardiff,Cardiff,CF24 3BA,GB
8392,Portsmouth,NH,3801,US
8393,Springfield,VA,22151,US
8394,Philadelphia,PA,,US
8395,Cairns,QLD,4870,AU
8396,Anniston,AL,36201,US
8397,,,,
8398,,,,
8399,Riverside,CA,,US
8400,Atlanta,GA,30305,US
8401,San Francisco,CA,94107,US
8402,Camden,New Jersey,8102,US
8403,Castlegar,British Columbia,,CA
8404,Vaughan,ON,L4J 7Y3,CA
8405,Cairns,,,AU
8406,Paris,IDF,75011,FR
8407,,,,
8408,Chicago,IL,60642,US
8409,Travelers Rest,SC,29690,US
8410,Portsmouth,VA,23707,US
8411,San Fracisco,Cundinamarca,94103,CO
8412,Melbourne,Victoria,3020,AU
8413,Olean,NY,14760,US
8414,Hoboken,NJ,7030,US
8415,Spring Hill,QLD,4000,AU
8416,LaCygne,KS,66040,US
8417,Port Talbot,Wales,SA12 6QP,GB
8418,York,York,YO1 6DA,GB
8419,Newark,NJ,7102,US
8420,,,,
8421,Carmel,CALIFORNIA,93923,US
8422,,,"MD, 21084",
8423,Vancouver,BC,,CA
8424,Dublin,County Dublin,Dublin 2,IE
8425,Columbia,SC,29209,US
8426,,,,
8427,St. Louis,MISSOURI,63134,US
8428,Seattle,WA,98102,US
8429,,,,
8430,Bellmore,New York,11710,US
8431,Arlington,VA,,US
8432,San Francisco,CA,,US
8433,Boston,MA,2110,US
8434,Oakville,Ontario,L6K 3P1,CA
8435,Louisville,KY,40205,US
8436,Chicago,IL,60637,US
8437,Rapid City,SD,,US
8438,Quebec,Quebec,G1W 1C1,CA
8439,Salem,MA,1970,US
8440,Columbia,MO,65203,US
8441,,,,
8442,Brighton,The City of Brighton and Hove,BN1 3BA,GB
8443,,,,
8444,London,Gt Lon,EC1A 4HD,GB
8445,Leigh,Gt Man,WN7 3XZ,GB
8446,Huntingdon,Cambs,PE29 3TN,GB
8447,Philadelphia,PA,,US
8448,Baltimore,MD,21230,US
8449,London,ON,N5Y 5R6,CA
8450,Surrey,,TW20 0EX,GB
8451,Minneapolis,MN,55403,US
8452,,,,
8453,Austin,TX,78717,US
8454,Washington,DC,20009,US
8455,Williamsburg,VA,23185,US
8456,New York,NY,10013,US
8457,,,,
8458,New York,NY,10036,US
8459,Surrey,Surrey,GU9 7SB,GB
8460,Indianapolis,IN,46219,US
8461,Chicago,IL,,US
8462,Barre,VT,5641,US
8463,Amsterdam,,1053 WP,NL
8464,New York,NY,10003,US
8465,San Francisco,CA,94105,US
8466,New York,NY,10002,US
8467,,,4006,
8468,Moncks Corner,SC,29461,US
8469,Atherton,CA,94027,US
8470,San Francisco,CA,94110,US
8471,Fort Lauderdale,,33394,US
8472,Gravesend,Kent,DA11 0AZ,GB
8473,Centerville,OH,45459,US
8474,Atlanta,GA,30345,US
8475,Kansas City,MO,,US
8476,Raleigh,NC,,US
8477,London,England,SW8,GB
8478,Miami,FL,33137,US
8479,Minneapolis,MN,55426,US
8480,Rochester,NH,3867,US
8481,Richmond,BC,V7C,CA
8482,,,,
8483,Manchester,,M2 3JL,GB
8484,Austin,TX,,US
8485,New York,NY,10019,US
8486,,,,
8487,Norman,OK,,US
8488,Singapore City,Singapore City,238876,SG
8489,New York,NY,10036,US
8490,Seattle,WA,98121,US
8491,,,,
8492,Poplar Bluff,MO,63901,US
8493,Orlando,FL,32810,US
8494,Fort Lauderdale,FL,33319,US
8495,Lorain,OH,44053,US
8496,Georgetown,Ontario,L7G 4S7,CA
8497,Cardiff,Cardiff,CF10 3BX,GB
8498,Georgetown,KY,40324,US
8499,Jupiter,FL,33477,US
8500,Indianapolis,IN,46208,US
8501,,Gt Lon,EC4N 8BJ,GB
8502,Port Washington,NY,11050,US
8503,,malaysia,50480,MY
8504,Doncaster,VIC,3108,AU
8505,Stratford-upon-Avon,England,CV37 9HQ,GB
8506,Anderson,,29621,US
8507,Hawthorn,Victoria,3122,AU
8508,San Francisco,CA,94103,US
